District,County,Subcounty,Parish,Pop_Male,Pop_Female,Pop_Ratio,Pop_Total
Gulu,Aswa,Awach,Gwengdiya,2464,2529,97.4,4993
Gulu,Aswa,Awach,Paduny,2391,2686,89,5077
Gulu,Aswa,Awach,Paibona,2648,2832,93.5,5480
Gulu,Aswa,Awach,Pukony,1654,1703,97.1,3357
Gulu,Aswa,Bungatira,Agonga,2406,2520,95.5,4926
Gulu,Aswa,Bungatira,Atiabar,2440,2708,90.1,5148
Gulu,Aswa,Bungatira,Laliya,3616,3662,98.7,7278
Gulu,Aswa,Bungatira,Laroo,2038,2172,93.8,4210
Gulu,Aswa,Bungatira,Oitino,1837,1865,98.5,3702
Gulu,Aswa,Bungatira,Pabwo,1656,1802,91.9,3458
Gulu,Aswa,Bungatira,Punena,2049,2100,97.6,4149
Gulu,Aswa,Paicho,Kal Alii,3120,3494,89.3,6614
Gulu,Aswa,Paicho,Kalumu,3596,3759,95.7,7355
Gulu,Aswa,Paicho,Omel,2839,2869,99,5708
Gulu,Aswa,Paicho,Pagik,2369,2442,97,4811
Gulu,Aswa,Palaro,Labworomor,1815,1904,95.3,3719
Gulu,Aswa,Palaro,Mede,1774,1873,94.7,3647
Gulu,Aswa,Palaro,Owalo,3203,2986,107.3,6189
Gulu,Aswa,Patiko,Kal,2866,2792,102.7,5658
Gulu,Aswa,Patiko,Pawel,2784,2816,98.9,5600
Gulu,Aswa,Patiko,Pugwenyi,3385,3709,91.3,7094
Gulu,Aswa,Unyama,Angaya,1978,2031,97.4,4009
Gulu,Aswa,Unyama,Oding,1726,1798,96,3524
Gulu,Aswa,Unyama,Pakwelo,2392,2415,99,4807
Gulu,Aswa,Unyama,Unyama,2320,2474,93.8,4794
Gulu,Gulu Municipality,Bar Dege Division,Bar Dege,2635,3029,87,5664
Gulu,Gulu Municipality,Bar Dege Division,For God,4388,4641,94.5,9029
Gulu,Gulu Municipality,Bar Dege Division,Kanyagoga,7077,6410,110.4,13487
Gulu,Gulu Municipality,Bar Dege Division,Kasubi,5771,6371,90.6,12142
Gulu,Gulu Municipality,Laroo Division,Agwee,3578,3721,96.2,7299
Gulu,Gulu Municipality,Laroo Division,Iriaga,3869,4211,91.9,8080
Gulu,Gulu Municipality,Laroo Division,Pece Prison,4546,4549,99.9,9095
Gulu,Gulu Municipality,Laroo Division,Queen'S,1324,1515,87.4,2839
Gulu,Gulu Municipality,Layibi Division,Kirombe,3710,4102,90.4,7812
Gulu,Gulu Municipality,Layibi Division,Library,6133,5159,118.9,11292
Gulu,Gulu Municipality,Layibi Division,Patuda,3419,3841,89,7260
Gulu,Gulu Municipality,Layibi Division,Techo,5220,5621,92.9,10841
Gulu,Gulu Municipality,Pece Division,Labour Line,1483,1597,92.9,3080
Gulu,Gulu Municipality,Pece Division,Pawel,3310,3716,89.1,7026
Gulu,Gulu Municipality,Pece Division,Tegwana,9734,10775,90.3,20509
Gulu,Gulu Municipality,Pece Division,Vanguard,7008,7843,89.4,14851
Hoima,Bugahya,Buhanika,Butema,1426,1337,106.7,2763
Hoima,Bugahya,Buhanika,Katereiga,1354,1260,107.5,2614
Hoima,Bugahya,Buhanika,Kikerege,1105,1086,101.7,2191
Hoima,Bugahya,Buhanika,Kitonya,1104,972,113.6,2076
Hoima,Bugahya,Buhanika,Kitorogya,845,790,107,1635
Hoima,Bugahya,Buhanika,Kyohairwe,1578,1315,120,2893
Hoima,Bugahya,Buseruka,Kabaale,8814,7983,110.4,16797
Hoima,Bugahya,Buseruka,Nyakabingo,6035,6045,99.8,12080
Hoima,Bugahya,Buseruka,Toonya,6923,6705,103.3,13628
Hoima,Bugahya,Kigorobya Town Council,North East,505,544,92.8,1049
Hoima,Bugahya,Kigorobya Town Council,Northern,596,688,86.6,1284
Hoima,Bugahya,Kigorobya Town Council,South East,1122,1313,85.5,2435
Hoima,Bugahya,Kigorobya Town Council,South West,511,566,90.3,1077
Hoima,Bugahya,Kigorobya,Bwikya,8378,8575,97.7,16953
Hoima,Bugahya,Kigorobya,Kapapi,7400,7669,96.5,15069
Hoima,Bugahya,Kigorobya,Kibiro,4876,4539,107.4,9415
Hoima,Bugahya,Kigorobya,Kiganja,2704,2849,94.9,5553
Hoima,Bugahya,Kigorobya,Kijongo,2187,2188,100,4375
Hoima,Bugahya,Kigorobya,Kisukuma,5685,5843,97.3,11528
Hoima,Bugahya,Kigorobya,Kyabisagazi,2094,2134,98.1,4228
Hoima,Bugahya,Kitoba,Birungu,3710,3685,100.7,7395
Hoima,Bugahya,Kitoba,Budaka,1919,1870,102.6,3789
Hoima,Bugahya,Kitoba,Bulyango,3771,3472,108.6,7243
Hoima,Bugahya,Kitoba,Kibanjwa,2724,2842,95.8,5566
Hoima,Bugahya,Kitoba,Kiragura,2063,2060,100.1,4123
Hoima,Bugahya,Kitoba,Kiryangobe,3326,3368,98.8,6694
Hoima,Bugahya,Kyabigambire,Bulindi,4012,3916,102.5,7928
Hoima,Bugahya,Kyabigambire,Buraru,8040,7374,109,15414
Hoima,Bugahya,Kyabigambire,Kibugubya,5037,4711,106.9,9748
Hoima,Bugahya,Kyabigambire,Kisabagwa,4040,3849,105,7889
Hoima,Buhaguzi,Bugambe,Bugambe,2491,2375,104.9,4866
Hoima,Buhaguzi,Bugambe,Katanga,6053,5683,106.5,11736
Hoima,Buhaguzi,Bugambe,Nyarugabu,1560,1620,96.3,3180
Hoima,Buhaguzi,Bugambe,Ruguse,5216,5047,103.3,10263
Hoima,Buhaguzi,Buhimba,Kinogozi,4320,4299,100.5,8619
Hoima,Buhaguzi,Buhimba,Kyabatalya,4141,4188,98.9,8329
Hoima,Buhaguzi,Buhimba,Musaijamukuru East,3725,3458,107.7,7183
Hoima,Buhaguzi,Buhimba,Musaijamukuru West,3718,3575,104,7293
Hoima,Buhaguzi,Buhimba,Ruhunga,4031,3852,104.6,7883
Hoima,Buhaguzi,Kabwoya,Bubogo,8132,7905,102.9,16037
Hoima,Buhaguzi,Kabwoya,Igwanjura,5109,4792,106.6,9901
Hoima,Buhaguzi,Kabwoya,Kaseeta,9465,8954,105.7,18419
Hoima,Buhaguzi,Kabwoya,Kimbugu,6210,5780,107.4,11990
Hoima,Buhaguzi,Kabwoya,Nkondo,5469,5014,109.1,10483
Hoima,Buhaguzi,Kiziranfumbi,Bulimya,6697,6809,98.4,13506
Hoima,Buhaguzi,Kiziranfumbi,Kidoma,4491,4422,101.6,8913
Hoima,Buhaguzi,Kiziranfumbi,Munteme,6581,6184,106.4,12765
Hoima,Buhaguzi,Kyangwali,Buhuka,5883,4772,123.3,10655
Hoima,Buhaguzi,Kyangwali,Butoole,18871,18009,104.8,36880
Hoima,Buhaguzi,Kyangwali,Kasonga,5612,5445,103.1,11057
Hoima,Buhaguzi,Kyangwali,Kyangwali Refugee Camp,11841,12006,98.6,23847
Hoima,Buhaguzi,Kyangwali,Kyangwali,6774,6876,98.5,13650
Hoima,Hoima Municipality,Bujumbura Division,Bujuura,710,721,98.5,1431
Hoima,Hoima Municipality,Bujumbura Division,Karongo,1087,1104,98.5,2191
Hoima,Hoima Municipality,Bujumbura Division,Kihomboza,5784,6528,88.6,12312
Hoima,Hoima Municipality,Bujumbura Division,Kyesiiga,3051,3214,94.9,6265
Hoima,Hoima Municipality,Busiisi Division,Kasingo,2978,3141,94.8,6119
Hoima,Hoima Municipality,Busiisi Division,Kibingo,1727,1818,95,3545
Hoima,Hoima Municipality,Busiisi Division,Kiduuma,2219,2242,99,4461
Hoima,Hoima Municipality,Busiisi Division,Kihukya,2624,2538,103.4,5162
Hoima,Hoima Municipality,Kahoora Divison,Central,3237,3446,93.9,6683
Hoima,Hoima Municipality,Kahoora Divison,Northern,2903,3918,74.1,6821
Hoima,Hoima Municipality,Kahoora Divison,Southern,4167,4858,85.8,9025
Hoima,Hoima Municipality,Kahoora Divison,Western,5846,7083,82.5,12929
Hoima,Hoima Municipality,Mparo Divison,Bwikya,5255,5816,90.4,11071
Hoima,Hoima Municipality,Mparo Divison,Kicwamba,2092,2071,101,4163
Hoima,Hoima Municipality,Mparo Divison,Kyentale,2151,2181,98.6,4332
Hoima,Hoima Municipality,Mparo Divison,Nyakambugu,1801,1788,100.7,3589
Ibanda,Ibanda Municipality,Bisheshe Division,Bugarama,4208,4423,95.1,8631
Ibanda,Ibanda Municipality,Bisheshe Division,Kabaare,2875,3155,91.1,6030
Ibanda,Ibanda Municipality,Bisheshe Division,Kakatsi,1495,1533,97.5,3028
Ibanda,Ibanda Municipality,Bisheshe Division,Karangara,3388,3482,97.3,6870
Ibanda,Ibanda Municipality,Bisheshe Division,Kigarama,1553,1680,92.4,3233
Ibanda,Ibanda Municipality,Bisheshe Division,Rugazi,1832,1915,95.7,3747
Ibanda,Ibanda Municipality,Bufunda Division,Bufunda,6843,7165,95.5,14008
Ibanda,Ibanda Municipality,Bufunda Division,Katongore,1528,1577,96.9,3105
Ibanda,Ibanda Municipality,Bufunda Division,Kayenje,3088,2991,103.2,6079
Ibanda,Ibanda Municipality,Bufunda Division,Nsasi,1326,1299,102.1,2625
Ibanda,Ibanda Municipality,Bufunda Division,Nyamirima,3989,4277,93.3,8266
Ibanda,Ibanda Municipality,Bufunda Division,Ruyonza,964,1030,93.6,1994
Ibanda,Ibanda Municipality,Bufunda Division,Rwobuziizi,987,983,100.4,1970
Ibanda,Ibanda Municipality,Kagango Division,Kagongo,3021,3523,85.8,6544
Ibanda,Ibanda Municipality,Kagango Division,Kanyansheko,1438,1494,96.3,2932
Ibanda,Ibanda Municipality,Kagango Division,Kashangura,2741,3052,89.8,5793
Ibanda,Ibanda Municipality,Kagango Division,Kyaruhanga,3951,4464,88.5,8415
Ibanda,Ibanda Municipality,Kagango Division,Kyeikucu,2318,2384,97.2,4702
Ibanda,Ibanda Municipality,Kagango Division,Nyakatookye,2140,2232,95.9,4372
Ibanda,Ibanda Municipality,Kagango Division,Rwenshuri,1227,1234,99.4,2461
Ibanda,Ibanda,Igorora Town Council,Igorora,1722,1963,87.7,3685
Ibanda,Ibanda,Igorora Town Council,Ngango,1029,1166,88.3,2195
Ibanda,Ibanda,Ishongororo Town Council,Kakinga,4790,5267,90.9,10057
Ibanda,Ibanda,Ishongororo Town Council,Nyantsimbo,6129,6072,100.9,12201
Ibanda,Ibanda,Ishongororo,Birongo,2110,2249,93.8,4359
Ibanda,Ibanda,Ishongororo,Kashozi,2038,2115,96.4,4153
Ibanda,Ibanda,Ishongororo,Mushunga,1593,1631,97.7,3224
Ibanda,Ibanda,Ishongororo,Muziza,1404,1558,90.1,2962
Ibanda,Ibanda,Keihangara,Keihangara,1551,1722,90.1,3273
Ibanda,Ibanda,Keihangara,Rugaaga,2362,2576,91.7,4938
Ibanda,Ibanda,Keihangara,Rwenshambya,1570,1727,90.9,3297
Ibanda,Ibanda,Kicuzi,Irimya,3045,3345,91,6390
Ibanda,Ibanda,Kicuzi,Kanywambogo,1895,2040,92.9,3935
Ibanda,Ibanda,Kicuzi,Kicuzi,3021,3164,95.5,6185
Ibanda,Ibanda,Kijongo,Kamwiri,891,941,94.7,1832
Ibanda,Ibanda,Kijongo,Kijongo,1508,1715,87.9,3223
Ibanda,Ibanda,Kijongo,Rwambu,1277,1361,93.8,2638
Ibanda,Ibanda,Kijongo,Rwenkobwa,1401,1605,87.3,3006
Ibanda,Ibanda,Kikyenkye,Irwaniro,1040,1135,91.6,2175
Ibanda,Ibanda,Kikyenkye,Kihani,2066,2308,89.5,4374
Ibanda,Ibanda,Kikyenkye,Rwengwe,2473,2792,88.6,5265
Ibanda,Ibanda,Nyamarebe,Bihanga,2420,2461,98.3,4881
Ibanda,Ibanda,Nyamarebe,Kanyarugiri,3105,1782,174.2,4887
Ibanda,Ibanda,Nyamarebe,Kyengando,2893,3102,93.3,5995
Ibanda,Ibanda,Nyamarebe,Nyakabungo,1589,1713,92.8,3302
Ibanda,Ibanda,Nyamarebe,Rushango,1054,1128,93.4,2182
Ibanda,Ibanda,Nyamarebe,Ryabiju,927,1064,87.1,1991
Ibanda,Ibanda,Rukiri,Bwenda,2074,2202,94.2,4276
Ibanda,Ibanda,Rukiri,Katembe,2207,2308,95.6,4515
Ibanda,Ibanda,Rukiri,Kigunga,1416,1518,93.3,2934
Ibanda,Ibanda,Rukiri,Mabona,1976,2177,90.8,4153
Ibanda,Ibanda,Rukiri,Mpasha,2081,2303,90.4,4384
Ibanda,Ibanda,Rukiri,Nyarukiika,2033,2003,101.5,4036
Ibanda,Ibanda,Rushango Town Council,Itabyama,1158,1322,87.6,2480
Ibanda,Ibanda,Rushango Town Council,Rushango,680,757,89.8,1437
Iganga,Bugweri,Busembatia Town Council,Buyirima,660,1078,61.2,1738
Iganga,Bugweri,Busembatia Town Council,Central,496,935,53,1431
Iganga,Bugweri,Busembatia Town Council,Kakoge,1141,1835,62.2,2976
Iganga,Bugweri,Busembatia Town Council,Majengo,1177,1552,75.8,2729
Iganga,Bugweri,Busembatia Town Council,Market,1155,1919,60.2,3074
Iganga,Bugweri,Buyanga,Bulunguri,2268,2331,97.3,4599
Iganga,Bugweri,Buyanga,Bumoozi,3459,3418,101.2,6877
Iganga,Bugweri,Buyanga,Buwooya,4087,4278,95.5,8365
Iganga,Bugweri,Buyanga,Bwigula,2468,2502,98.6,4970
Iganga,Bugweri,Buyanga,Idudi Town Board,6526,7750,84.2,14276
Iganga,Bugweri,Buyanga,Idudi,693,741,93.5,1434
Iganga,Bugweri,Buyanga,Kalalu,2806,2894,97,5700
Iganga,Bugweri,Buyanga,Lubira,2137,2120,100.8,4257
Iganga,Bugweri,Ibulanku,Buniantole,992,1041,95.3,2033
Iganga,Bugweri,Ibulanku,Butende,3144,3352,93.8,6496
Iganga,Bugweri,Ibulanku,Ibaako,2913,3180,91.6,6093
Iganga,Bugweri,Ibulanku,Ibulanku,2541,2701,94.1,5242
Iganga,Bugweri,Ibulanku,Namiganda,993,1037,95.8,2030
Iganga,Bugweri,Ibulanku,Nawansega,2414,2656,90.9,5070
Iganga,Bugweri,Ibulanku,Nsaale,3728,3848,96.9,7576
Iganga,Bugweri,Igombe,Bubenge,1829,1978,92.5,3807
Iganga,Bugweri,Igombe,Igombe,2593,2705,95.9,5298
Iganga,Bugweri,Igombe,Kikunyu,2206,2462,89.6,4668
Iganga,Bugweri,Igombe,Walanga,1595,1699,93.9,3294
Iganga,Bugweri,Makuutu,Kasozi,5019,5296,94.8,10315
Iganga,Bugweri,Makuutu,Kigulamo,2094,2193,95.5,4287
Iganga,Bugweri,Makuutu,Makandwa,2891,2937,98.4,5828
Iganga,Bugweri,Makuutu,Makuutu,3572,3860,92.5,7432
Iganga,Bugweri,Namalemba,Idinda,2884,2971,97.1,5855
Iganga,Bugweri,Namalemba,Minani,2683,2827,94.9,5510
Iganga,Bugweri,Namalemba,Namalemba,3728,4117,90.6,7845
Iganga,Bugweri,Namalemba,Namunyumya,1858,1923,96.6,3781
Iganga,Iganga Municipality,Central Division,Buligo,3246,3811,85.2,7057
Iganga,Iganga Municipality,Central Division,Kasokoso,1067,1425,74.9,2492
Iganga,Iganga Municipality,Central Division,Nabidongha Prison,2518,2823,89.2,5341
Iganga,Iganga Municipality,Central Division,Nabidongha,2088,2556,81.7,4644
Iganga,Iganga Municipality,Central Division,Nakavule,2544,3192,79.7,5736
Iganga,Iganga Municipality,Central Division,Walugogo,2304,2871,80.3,5175
Iganga,Iganga Municipality,Northern Division,Bugumba,1866,2066,90.3,3932
Iganga,Iganga Municipality,Northern Division,Igamba,2029,2327,87.2,4356
Iganga,Iganga Municipality,Northern Division,Mutukula,3913,4682,83.6,8595
Iganga,Iganga Municipality,Northern Division,Nkaatu,1578,1929,81.8,3507
Iganga,Iganga Municipality,Northern Division,Nkono,1967,2461,79.9,4428
Iganga,Kigulu,Bulamogi,Bukoyo,3824,4220,90.6,8044
Iganga,Kigulu,Bulamogi,Bulowooza,3268,3406,95.9,6674
Iganga,Kigulu,Bulamogi,Bwanalira,2816,2862,98.4,5678
Iganga,Kigulu,Bulamogi,Iwawu,4220,4797,88,9017
Iganga,Kigulu,Nabitende,Bugono,1417,1516,93.5,2933
Iganga,Kigulu,Nabitende,Itanda,2592,2661,97.4,5253
Iganga,Kigulu,Nabitende,Ituba,3221,3266,98.6,6487
Iganga,Kigulu,Nabitende,Kasambika,2159,2197,98.3,4356
Iganga,Kigulu,Nabitende,Nabitende,2589,2773,93.4,5362
Iganga,Kigulu,Nabitende,Naluko,1886,2007,94,3893
Iganga,Kigulu,Nakalama,Bukaye,5999,6556,91.5,12555
Iganga,Kigulu,Nakalama,Bukoona,4842,5155,93.9,9997
Iganga,Kigulu,Nakalama,Buse,5158,5666,91,10824
Iganga,Kigulu,Nakalama,Nakalama,6206,6804,91.2,13010
Iganga,Kigulu,Nakigo,Bulubandi,7430,8220,90.4,15650
Iganga,Kigulu,Nakigo,Bunyama,2449,2490,98.4,4939
Iganga,Kigulu,Nakigo,Busowobi,3959,4267,92.8,8226
Iganga,Kigulu,Nakigo,Kabira,2737,2977,91.9,5714
Iganga,Kigulu,Nakigo,Wairama,2323,2427,95.7,4750
Iganga,Kigulu,Nambale,Kidaago-Nabitende,6328,7285,86.9,13613
Iganga,Kigulu,Nambale,Muira,2959,3186,92.9,6145
Iganga,Kigulu,Nambale,Naibiri,4303,4438,97,8741
Iganga,Kigulu,Nambale,Nambale,3659,3845,95.2,7504
Iganga,Kigulu,Nambale,Nasuti,5129,5508,93.1,10637
Iganga,Kigulu,Namungalwe,Bulumwaki,2449,2454,99.8,4903
Iganga,Kigulu,Namungalwe,Mwendanfuko,1861,1618,115,3479
Iganga,Kigulu,Namungalwe,Namungalwe Town Board,5225,6080,85.9,11305
Iganga,Kigulu,Namungalwe,Namunkanaga,2059,2075,99.2,4134
Iganga,Kigulu,Namungalwe,Namunkesu,3037,3238,93.8,6275
Iganga,Kigulu,Namungalwe,Namunsala,1676,1762,95.1,3438
Iganga,Kigulu,Namungalwe,Nawansega,1698,1945,87.3,3643
Iganga,Kigulu,Nawandala,Bugongo,5645,5871,96.2,11516
Iganga,Kigulu,Nawandala,Kiwanyi,1957,2074,94.4,4031
Iganga,Kigulu,Nawandala,Kyendabawala,2512,2563,98,5075
Iganga,Kigulu,Nawandala,Namusiisi,2751,2832,97.1,5583
Iganga,Kigulu,Nawandala,Nawangaiza,2496,2549,97.9,5045
Iganga,Kigulu,Nawanyingi,Bulamagi,1774,1870,94.9,3644
Iganga,Kigulu,Nawanyingi,Bunyiiro,2533,2748,92.2,5281
Iganga,Kigulu,Nawanyingi,Magogo,4548,4824,94.3,9372
Iganga,Kigulu,Nawanyingi,Nawanyingi,3618,3704,97.7,7322
Isingiro,Bukanga,Endiinzi Town Council,Endiinzi Town Board,2079,2103,98.9,4182
Isingiro,Bukanga,Endiinzi Town Council,Endiinzi,1550,1566,99,3116
Isingiro,Bukanga,Endiinzi,Busheeka,2077,1987,104.5,4064
Isingiro,Bukanga,Endiinzi,Kikoba,1560,1605,97.2,3165
Isingiro,Bukanga,Endiinzi,Nyabyondo,1563,1675,93.3,3238
Isingiro,Bukanga,Endiinzi,Rukungiri,1270,1274,99.7,2544
Isingiro,Bukanga,Endiinzi,Rwanjogyera,1829,1913,95.6,3742
Isingiro,Bukanga,Kakamba,Burumba,740,771,96,1511
Isingiro,Bukanga,Kakamba,Kakamba,1105,1150,96.1,2255
Isingiro,Bukanga,Kakamba,Kankingi,435,456,95.4,891
Isingiro,Bukanga,Kakamba,Kasharira,1667,1755,95,3422
Isingiro,Bukanga,Kakamba,Kashenyi,457,443,103.2,900
Isingiro,Bukanga,Kakamba,Kashumba,2324,2177,106.8,4501
Isingiro,Bukanga,Kakamba,Murema,1852,1985,93.3,3837
Isingiro,Bukanga,Kakamba,Ntenga,2901,2957,98.1,5858
Isingiro,Bukanga,Kakamba,Rurango,985,1101,89.5,2086
Isingiro,Bukanga,Kakamba,Rushwa,1892,1740,108.7,3632
Isingiro,Bukanga,Mbaare,Burigi,1393,1492,93.4,2885
Isingiro,Bukanga,Mbaare,Kihanda,2668,2808,95,5476
Isingiro,Bukanga,Mbaare,Kyabahesi,4316,4566,94.5,8882
Isingiro,Bukanga,Mbaare,Nshororo,3941,4097,96.2,8038
Isingiro,Bukanga,Mbaare,Nyamarungi,2184,2083,104.8,4267
Isingiro,Bukanga,Mbaare,Ruteete,1918,1992,96.3,3910
Isingiro,Bukanga,Nakivale Refugee Camp,Base Camp,4067,3941,103.2,8008
Isingiro,Bukanga,Nakivale Refugee Camp,Isangano,695,651,106.8,1346
Isingiro,Bukanga,Nakivale Refugee Camp,Isanja,1324,1411,93.8,2735
Isingiro,Bukanga,Nakivale Refugee Camp,Juru,1618,1706,94.8,3324
Isingiro,Bukanga,Nakivale Refugee Camp,Kabahinda,1699,1779,95.5,3478
Isingiro,Bukanga,Nakivale Refugee Camp,Kabazana,1633,1645,99.3,3278
Isingiro,Bukanga,Nakivale Refugee Camp,Kabwera,296,324,91.4,620
Isingiro,Bukanga,Nakivale Refugee Camp,Kahirimbi,2004,2281,87.9,4285
Isingiro,Bukanga,Nakivale Refugee Camp,Kankingi,2056,2331,88.2,4387
Isingiro,Bukanga,Nakivale Refugee Camp,Karitima,1221,1266,96.4,2487
Isingiro,Bukanga,Nakivale Refugee Camp,Kashojwa,1687,1758,96,3445
Isingiro,Bukanga,Nakivale Refugee Camp,Katwengye,654,761,85.9,1415
Isingiro,Bukanga,Nakivale Refugee Camp,Kiretwa,783,753,104,1536
Isingiro,Bukanga,Nakivale Refugee Camp,Kisura,1397,1446,96.6,2843
Isingiro,Bukanga,Nakivale Refugee Camp,Kityaza,301,354,85,655
Isingiro,Bukanga,Nakivale Refugee Camp,Kyeibale,465,494,94.1,959
Isingiro,Bukanga,Nakivale Refugee Camp,Mirambiro,554,555,99.8,1109
Isingiro,Bukanga,Nakivale Refugee Camp,Misiera,417,487,85.6,904
Isingiro,Bukanga,Nakivale Refugee Camp,Mugenyi,531,567,93.7,1098
Isingiro,Bukanga,Nakivale Refugee Camp,Ngarama,396,356,111.2,752
Isingiro,Bukanga,Nakivale Refugee Camp,Nyakagando,657,734,89.5,1391
Isingiro,Bukanga,Nakivale Refugee Camp,Nyarugugu,1725,1809,95.4,3534
Isingiro,Bukanga,Nakivale Refugee Camp,Rubondo A,226,280,80.7,506
Isingiro,Bukanga,Nakivale Refugee Camp,Rubondo B,347,347,100,694
Isingiro,Bukanga,Nakivale Refugee Camp,Ruhoko,523,558,93.7,1081
Isingiro,Bukanga,Ngarama,Burungamo,3797,4093,92.8,7890
Isingiro,Bukanga,Ngarama,Kabaare,2975,3084,96.5,6059
Isingiro,Bukanga,Ngarama,Kagaaga,2076,2433,85.3,4509
Isingiro,Bukanga,Ngarama,Kakamba,593,615,96.4,1208
Isingiro,Bukanga,Ngarama,Ngarama,4183,4157,100.6,8340
Isingiro,Bukanga,Rugaaga,Kabaare,2280,2345,97.2,4625
Isingiro,Bukanga,Rugaaga,Kashojwa,1526,1609,94.8,3135
Isingiro,Bukanga,Rugaaga,Kiryaburo,2278,2319,98.2,4597
Isingiro,Bukanga,Rugaaga,Kyampango,2498,2628,95.1,5126
Isingiro,Bukanga,Rugaaga,Kyarubambura,2330,2484,93.8,4814
Isingiro,Bukanga,Rugaaga,Nyabubare,2280,2451,93,4731
Isingiro,Bukanga,Rugaaga,Rwangabo,2853,3134,91,5987
Isingiro,Bukanga,Rushasha,Ihunga,1498,1420,105.5,2918
Isingiro,Bukanga,Rushasha,Mirambiro,1706,1829,93.3,3535
Isingiro,Bukanga,Rushasha,Rushasha,1601,1719,93.1,3320
Isingiro,Bukanga,Rushasha,Rwantaha,1620,1673,96.8,3293
Isingiro,Isingiro,Birere,Kahenda,1803,1973,91.4,3776
Isingiro,Isingiro,Birere,Kasaana,2022,2173,93.1,4195
Isingiro,Isingiro,Birere,Kikokwa,1395,1408,99.1,2803
Isingiro,Isingiro,Birere,Kishuro,2241,2396,93.5,4637
Isingiro,Isingiro,Birere,Kyera,2853,2965,96.2,5818
Isingiro,Isingiro,Isingiro Town Council,Kaharo,3396,3185,106.6,6581
Isingiro,Isingiro,Isingiro Town Council,Kamuri,3631,3919,92.7,7550
Isingiro,Isingiro,Isingiro Town Council,Kyabishaho,3962,4344,91.2,8306
Isingiro,Isingiro,Isingiro Town Council,Mabona,2624,2930,89.6,5554
Isingiro,Isingiro,Kaberebere Town Council,Kaberebere East,1403,1496,93.8,2899
Isingiro,Isingiro,Kaberebere Town Council,Kaberebere South,1260,1160,108.6,2420
Isingiro,Isingiro,Kaberebere Town Council,Kaberebere West,691,733,94.3,1424
Isingiro,Isingiro,Kabingo,Kagarama,1710,1836,93.1,3546
Isingiro,Isingiro,Kabingo,Katembe,1273,1369,93,2642
Isingiro,Isingiro,Kabingo,Kyabinunga,2422,2531,95.7,4953
Isingiro,Isingiro,Kabingo,Kyarugaju,2089,2150,97.2,4239
Isingiro,Isingiro,Kabingo,Kyeirumba,1262,1379,91.5,2641
Isingiro,Isingiro,Kabingo,Nyakigyera,1826,1998,91.4,3824
Isingiro,Isingiro,Kabuyanda Town Council,Central,2544,2713,93.8,5257
Isingiro,Isingiro,Kabuyanda Town Council,Iryango,2392,2621,91.3,5013
Isingiro,Isingiro,Kabuyanda Town Council,Kisyoro,1493,1696,88,3189
Isingiro,Isingiro,Kabuyanda Town Council,Northern,1382,1535,90,2917
Isingiro,Isingiro,Kabuyanda,Kabugu,3139,3644,86.1,6783
Isingiro,Isingiro,Kabuyanda,Kagara,1824,1943,93.9,3767
Isingiro,Isingiro,Kabuyanda,Kanywamaizi,2661,2962,89.8,5623
Isingiro,Isingiro,Kabuyanda,Rwakakwenda,2412,2608,92.5,5020
Isingiro,Isingiro,Kikagate,Kajaho,3543,3989,88.8,7532
Isingiro,Isingiro,Kikagate,Kamubeizi,4089,4804,85.1,8893
Isingiro,Isingiro,Kikagate,Kikagate,4020,4316,93.1,8336
Isingiro,Isingiro,Kikagate,Kyezimbire,2743,3090,88.8,5833
Isingiro,Isingiro,Kikagate,Ntundu,1330,1561,85.2,2891
Isingiro,Isingiro,Kikagate,Nyabushenyi,2327,2559,90.9,4886
Isingiro,Isingiro,Kikagate,Ruyanga,3050,3428,89,6478
Isingiro,Isingiro,Kikagate,Rwamwijuka,2705,2977,90.9,5682
Isingiro,Isingiro,Masha,Kabaare,2349,2461,95.4,4810
Isingiro,Isingiro,Masha,Nyakakoni,1542,1502,102.7,3044
Isingiro,Isingiro,Masha,Nyamitsindo,2113,2063,102.4,4176
Isingiro,Isingiro,Masha,Nyarubungo,2268,2385,95.1,4653
Isingiro,Isingiro,Masha,Rukuuba,2687,2843,94.5,5530
Isingiro,Isingiro,Masha,Rwetango,1979,1881,105.2,3860
Isingiro,Isingiro,Nyakitunda,Bugongi,2926,3412,85.8,6338
Isingiro,Isingiro,Nyakitunda,Kamubeizi,3358,3966,84.7,7324
Isingiro,Isingiro,Nyakitunda,Kihiihi,2930,3235,90.6,6165
Isingiro,Isingiro,Nyakitunda,Migyera,1111,1238,89.7,2349
Isingiro,Isingiro,Nyakitunda,Ntungu,3284,3517,93.4,6801
Isingiro,Isingiro,Nyakitunda,Nyakarambi,2656,3072,86.5,5728
Isingiro,Isingiro,Nyakitunda,Ruhiira,3239,3610,89.7,6849
Isingiro,Isingiro,Nyamuyanja,Ibumba,2008,2258,88.9,4266
Isingiro,Isingiro,Nyamuyanja,Katanoga,1593,1618,98.5,3211
Isingiro,Isingiro,Nyamuyanja,Kigyendwa,1335,1545,86.4,2880
Isingiro,Isingiro,Nyamuyanja,Nyamuyanja,2523,2833,89.1,5356
Isingiro,Isingiro,Oruchinga Refugee Camp,Busheka,413,458,90.2,871
Isingiro,Isingiro,Oruchinga Refugee Camp,Kazinga,357,394,90.6,751
