District,County,Subcounty,Parish,Pop_Male,Pop_Female,Pop_Ratio,Pop_Total
Mayuge,Bunya,Baitambogwe,Katonte,1931,2011,96,3942
Mayuge,Bunya,Baitambogwe,Lugolole,3994,4599,86.8,8593
Mayuge,Bunya,Baitambogwe,Lukone,2087,2316,90.1,4403
Mayuge,Bunya,Baitambogwe,Mulingilire,2683,3060,87.7,5743
Mayuge,Bunya,Baitambogwe,Wainha,2197,2208,99.5,4405
Mayuge,Bunya,Bukabooli,Bugoto,4925,5083,96.9,10008
Mayuge,Bunya,Bukabooli,Bugumya,3367,3365,100.1,6732
Mayuge,Bunya,Bukabooli,Bukabooli,2335,2462,94.8,4797
Mayuge,Bunya,Bukabooli,Buyugu,4038,4270,94.6,8308
Mayuge,Bunya,Bukabooli,Mairinya,4160,4382,94.9,8542
Mayuge,Bunya,Bukabooli,Matovu,2346,2530,92.7,4876
Mayuge,Bunya,Bukatube,Bukaleba,3421,3570,95.8,6991
Mayuge,Bunya,Bukatube,Buyemba,5346,5686,94,11032
Mayuge,Bunya,Bukatube,Lwanika,5974,6269,95.3,12243
Mayuge,Bunya,Bukatube,Mauta,1956,2118,92.4,4074
Mayuge,Bunya,Bukatube,Mbirabira,2800,2958,94.7,5758
Mayuge,Bunya,Busakira,Bukunja,3026,3318,91.2,6344
Mayuge,Bunya,Busakira,Butangala,3189,3018,105.7,6207
Mayuge,Bunya,Busakira,Kaluuba,3765,4095,91.9,7860
Mayuge,Bunya,Busakira,Maumu,1789,1859,96.2,3648
Mayuge,Bunya,Busakira,Wambete,2427,2611,93,5038
Mayuge,Bunya,Buwaaya,Buwaiswa,2468,2665,92.6,5133
Mayuge,Bunya,Buwaaya,Isikiro,1951,2048,95.3,3999
Mayuge,Bunya,Buwaaya,Kabayingire,1642,1801,91.2,3443
Mayuge,Bunya,Buwaaya,Nangambo,2231,2341,95.3,4572
Mayuge,Bunya,Buwaaya,Nsango,2004,2121,94.5,4125
Mayuge,Bunya,Imanyiro,Bufulubi,3335,3164,105.4,6499
Mayuge,Bunya,Imanyiro,Magada,3219,3580,89.9,6799
Mayuge,Bunya,Imanyiro,Mayuge,2562,2930,87.4,5492
Mayuge,Bunya,Imanyiro,Mbaale,3113,3324,93.7,6437
Mayuge,Bunya,Imanyiro,Nkombe,3050,3085,98.9,6135
Mayuge,Bunya,Jaguzi,Bumba,841,928,90.6,1769
Mayuge,Bunya,Jaguzi,Jaguzi,2253,2253,100,4506
Mayuge,Bunya,Jaguzi,Kaaza,748,605,123.6,1353
Mayuge,Bunya,Jaguzi,Masolya,722,699,103.3,1421
Mayuge,Bunya,Jaguzi,Sagitu,1452,1366,106.3,2818
Mayuge,Bunya,Jaguzi,Serinyabi,595,755,78.8,1350
Mayuge,Bunya,Kigandalo,Bugondo,2169,1948,111.3,4117
Mayuge,Bunya,Kigandalo,Isenda,2459,2581,95.3,5040
Mayuge,Bunya,Kigandalo,Kigandalo,3011,3365,89.5,6376
Mayuge,Bunya,Kigandalo,Kigulu,3031,3133,96.7,6164
Mayuge,Bunya,Kigandalo,Kyoga,2473,2591,95.4,5064
Mayuge,Bunya,Kigandalo,Maleka,2268,2487,91.2,4755
Mayuge,Bunya,Kityerera,Bubinge,2890,3145,91.9,6035
Mayuge,Bunya,Kityerera,Bukalenzi,4959,5247,94.5,10206
Mayuge,Bunya,Kityerera,Kitovu,2542,2707,93.9,5249
Mayuge,Bunya,Kityerera,Kityerera,6276,6729,93.3,13005
Mayuge,Bunya,Kityerera,Ndaiga,3172,3348,94.7,6520
Mayuge,Bunya,Kityerera,Wandegeya,2553,2581,98.9,5134
Mayuge,Bunya,Magamaga Town Council,Magamaga Town Board,7652,8711,87.8,16363
Mayuge,Bunya,Malongo,Bukatabira,2422,2690,90,5112
Mayuge,Bunya,Malongo,Buluuta,5633,5873,95.9,11506
Mayuge,Bunya,Malongo,Bumwena,16400,16746,97.9,33146
Mayuge,Bunya,Malongo,Bwondha,11443,12045,95,23488
Mayuge,Bunya,Malongo,Malongo,8460,8849,95.6,17309
Mayuge,Bunya,Malongo,Namadhi,2948,3156,93.4,6104
Mayuge,Bunya,Malongo,Namoni,2556,2840,90,5396
Mayuge,Bunya,Mayuge Town Council,Ikulwe,2514,2893,86.9,5407
Mayuge,Bunya,Mayuge Town Council,Kasugu,2368,2827,83.8,5195
Mayuge,Bunya,Mayuge Town Council,Kavule,1625,1812,89.7,3437
Mayuge,Bunya,Mayuge Town Council,Kyebando,1552,1801,86.2,3353
Mayuge,Bunya,Mpungwe,Buyere,1518,1693,89.7,3211
Mayuge,Bunya,Mpungwe,Maina,3267,3834,85.2,7101
Mayuge,Bunya,Mpungwe,Muggi,1622,1923,84.3,3545
Mayuge,Bunya,Mpungwe,Wairama,2909,3256,89.3,6165
Mayuge,Bunya,Mpungwe,Wamulongo,2706,2914,92.9,5620
Mayuge,Bunya,Wairasa,Busuyi,1677,1678,99.9,3355
Mayuge,Bunya,Wairasa,Iguluibi,1623,1917,84.7,3540
Mayuge,Bunya,Wairasa,Musoli,3403,3403,100,6806
Mayuge,Bunya,Wairasa,Wandago,1912,2245,85.2,4157
Mbale,Bungokho,Bubyangu,Bubyangu,1128,1222,92.3,2350
Mbale,Bungokho,Bubyangu,Bukikoso,1559,1738,89.7,3297
Mbale,Bungokho,Bubyangu,Bumadanda,738,835,88.4,1573
Mbale,Bungokho,Bubyangu,Bunabigubo,702,825,85.1,1527
Mbale,Bungokho,Bubyangu,Bunaburori,945,1186,79.7,2131
Mbale,Bungokho,Bubyangu,Bunamori,733,757,96.8,1490
Mbale,Bungokho,Bubyangu,Bunawuzi,708,813,87.1,1521
Mbale,Bungokho,Bubyangu,Kilayi,1060,1393,76.1,2453
Mbale,Bungokho,Bubyangu,Lusamenta,983,998,98.5,1981
Mbale,Bungokho,Bubyangu,Madenge,1326,1390,95.4,2716
Mbale,Bungokho,Budwale,Budwale,1032,1170,88.2,2202
Mbale,Bungokho,Budwale,Bukingala,762,718,106.1,1480
Mbale,Bungokho,Budwale,Bunamahe,1056,1297,81.4,2353
Mbale,Bungokho,Budwale,Buwanangadi,788,846,93.1,1634
Mbale,Bungokho,Bufumbo,Bukobe,769,838,91.8,1607
Mbale,Bungokho,Bufumbo,Bumagira,1310,1527,85.8,2837
Mbale,Bungokho,Bufumbo,Bumusiri,1352,1613,83.8,2965
Mbale,Bungokho,Bufumbo,Bunamajje,875,928,94.3,1803
Mbale,Bungokho,Bufumbo,Buzalangizo,1067,1198,89.1,2265
Mbale,Bungokho,Bufumbo,Jewa,2793,3435,81.3,6228
Mbale,Bungokho,Bufumbo,Kama,1004,1047,95.9,2051
Mbale,Bungokho,Bukasakya,Bukasakya,2644,3238,81.7,5882
Mbale,Bungokho,Bukasakya,Doko,1486,1671,88.9,3157
Mbale,Bungokho,Bukasakya,Marale,3035,3457,87.8,6492
Mbale,Bungokho,Bukasakya,Nabitili,4334,4729,91.6,9063
Mbale,Bungokho,Bukasakya,Tsabanyanya,2481,2588,95.9,5069
Mbale,Bungokho,Bukiende,Bumaena,745,829,89.9,1574
Mbale,Bungokho,Bukiende,Bumutsopa,2081,2330,89.3,4411
Mbale,Bungokho,Bukiende,Bunashimolo,1547,1693,91.4,3240
Mbale,Bungokho,Bukiende,Bungwanyi,1342,1635,82.1,2977
Mbale,Bungokho,Bukiende,Burukuru,2572,2623,98.1,5195
Mbale,Bungokho,Bukiende,Bushangi,1122,1125,99.7,2247
Mbale,Bungokho,Bukiende,Isango,1051,1120,93.8,2171
Mbale,Bungokho,Bukonde,Bulweta,4572,4950,92.4,9522
Mbale,Bungokho,Bukonde,Bumuluya,1727,1877,92,3604
Mbale,Bungokho,Bukonde,Bumuyaga,1566,1661,94.3,3227
Mbale,Bungokho,Bukonde,Nanyunza,1333,1416,94.1,2749
Mbale,Bungokho,Bumasikye,Lubaale,721,771,93.5,1492
Mbale,Bungokho,Bumasikye,Lwaboba,2473,2593,95.4,5066
Mbale,Bungokho,Bumasikye,Muanda,1753,1861,94.2,3614
Mbale,Bungokho,Bumasikye,Toma,971,1125,86.3,2096
Mbale,Bungokho,Bumbobi,Bufuya,1424,1513,94.1,2937
Mbale,Bungokho,Bumbobi,Bukhumwa,1896,1997,94.9,3893
Mbale,Bungokho,Bumbobi,Bumbobi,2838,3153,90,5991
Mbale,Bungokho,Bumbobi,Busambe,1768,1763,100.3,3531
Mbale,Bungokho,Bungokho Mutoto,Bumboi,1715,1771,96.8,3486
Mbale,Bungokho,Bungokho Mutoto,Bumutoto,5935,5968,99.4,11903
Mbale,Bungokho,Bungokho Mutoto,Mooni,1496,1568,95.4,3064
Mbale,Bungokho,Bungokho Mutoto,Muyanda,992,1047,94.7,2039
Mbale,Bungokho,Bungokho Mutoto,Namalogo,2423,2567,94.4,4990
Mbale,Bungokho,Bungokho Mutoto,Nauyo,4020,4870,82.5,8890
Mbale,Bungokho,Bungokho,Bubirabi,2484,2724,91.2,5208
Mbale,Bungokho,Bungokho,Bumageni,4014,4338,92.5,8352
Mbale,Bungokho,Bungokho,Bushikori,3681,3996,92.1,7677
Mbale,Bungokho,Bungokho,Khamoto,2157,2246,96,4403
Mbale,Bungokho,Bungokho,Lwambogo,1491,1475,101.1,2966
Mbale,Bungokho,Busano,Bufooto,2098,2209,95,4307
Mbale,Bungokho,Busano,Busano,1762,1857,94.9,3619
Mbale,Bungokho,Busano,Buyaka,2618,2607,100.4,5225
Mbale,Bungokho,Busano,Bwikhonje,839,843,99.5,1682
Mbale,Bungokho,Busiu Town Council,Busiu Town Board,939,1042,90.1,1981
Mbale,Bungokho,Busiu,Bufukhula,1719,1792,95.9,3511
Mbale,Bungokho,Busiu,Bulusambu,1763,1780,99,3543
Mbale,Bungokho,Busiu,Bunambutye,2038,2220,91.8,4258
Mbale,Bungokho,Busiu,Buwalasi,1816,1854,98,3670
Mbale,Bungokho,Busiu,Lumbuku,1611,1601,100.6,3212
Mbale,Bungokho,Busiu,Musese,1915,2016,95,3931
Mbale,Bungokho,Busoba,Bumasikye,3756,3938,95.4,7694
Mbale,Bungokho,Busoba,Bunambutye,1440,1668,86.3,3108
Mbale,Bungokho,Busoba,Bunanimi,1350,1451,93,2801
Mbale,Bungokho,Busoba,Busoba,3446,3747,92,7193
Mbale,Bungokho,Lukhonge,Nabweye,1048,1188,88.2,2236
Mbale,Bungokho,Lukhonge,Namawanga,1392,1458,95.5,2850
Mbale,Bungokho,Lukhonge,Nambwa,1132,1154,98.1,2286
Mbale,Bungokho,Lukhonge,Waninda,1084,1169,92.7,2253
Mbale,Bungokho,Lwasso,Bukikali,1155,1168,98.9,2323
Mbale,Bungokho,Lwasso,Buwangolo,1023,979,104.5,2002
Mbale,Bungokho,Lwasso,Kiwuno,1219,1156,105.4,2375
Mbale,Bungokho,Lwasso,Lwasso,1096,1166,94,2262
Mbale,Bungokho,Nabumali Town Council,Nabumali,1740,1919,90.7,3659
Mbale,Bungokho,Nakaloke Town Council,Afya,2905,3255,89.2,6160
Mbale,Bungokho,Nakaloke Town Council,Fika Salama,1491,1505,99.1,2996
Mbale,Bungokho,Nakaloke Town Council,Kireka,1114,1169,95.3,2283
Mbale,Bungokho,Nakaloke Town Council,Mukunja,782,873,89.6,1655
Mbale,Bungokho,Nakaloke Town Council,Najja,2021,2350,86,4371
Mbale,Bungokho,Nakaloke Town Council,Nakaloke,2398,2713,88.4,5111
Mbale,Bungokho,Nakaloke Town Council,Rock,2587,2884,89.7,5471
Mbale,Bungokho,Nakaloke,Bwana,1083,1131,95.8,2214
Mbale,Bungokho,Nakaloke,Doko,1697,1899,89.4,3596
Mbale,Bungokho,Nakaloke,Kasanja,1733,1779,97.4,3512
Mbale,Bungokho,Nakaloke,Kolonyi Salem,849,1098,77.3,1947
Mbale,Bungokho,Nakaloke,Kolonyi,620,675,91.9,1295
Mbale,Bungokho,Nakaloke,Namabasa,2107,2316,91,4423
Mbale,Bungokho,Nakaloke,Nambulu,1624,1826,88.9,3450
Mbale,Bungokho,Nakaloke,Namunsi,1159,1205,96.2,2364
Mbale,Bungokho,Namanyonyi,Aisa,2603,2722,95.6,5325
Mbale,Bungokho,Namanyonyi,Nabweya,4544,4888,93,9432
Mbale,Bungokho,Namanyonyi,Namagumba,2868,3125,91.8,5993
Mbale,Bungokho,Namanyonyi,Nkoma,4907,5097,96.3,10004
Mbale,Bungokho,Nyondo,Bubetsye,1429,1543,92.6,2972
Mbale,Bungokho,Nyondo,Bufukhula,1420,1642,86.5,3062
Mbale,Bungokho,Nyondo,Nyondo,1275,1269,100.5,2544
Mbale,Bungokho,Wanale,Bubentsye,1524,1541,98.9,3065
Mbale,Bungokho,Wanale,Bunatsoma,1622,1698,95.5,3320
Mbale,Bungokho,Wanale,Bushiwuyo,1464,1528,95.8,2992
Mbale,Bungokho,Wanale,Khaukha,997,933,106.9,1930
Mbale,Bungokho,Wanale,Nabanyole,1018,975,104.4,1993
Mbale,Mbale Municipality,Industrial Divison,Malukhu,3622,4656,77.8,8278
Mbale,Mbale Municipality,Industrial Divison,Masaba,2724,2039,133.6,4763
Mbale,Mbale Municipality,Industrial Divison,Namatala,11199,12924,86.7,24123
Mbale,Mbale Municipality,Industrial Divison,South Central,1555,1676,92.8,3231
Mbale,Mbale Municipality,Northern Division,Iuiu,1172,785,149.3,1957
Mbale,Mbale Municipality,Northern Division,Nabuyonga,4102,5009,81.9,9111
Mbale,Mbale Municipality,Northern Division,Namakwekwe,5744,7179,80,12923
Mbale,Mbale Municipality,Northern Division,Nkoma,4833,5892,82,10725
Mbale,Mbale Municipality,Northern Division,North Central,1433,1759,81.5,3192
Mbale,Mbale Municipality,Wanale Division,Boma,927,1356,68.4,2283
Mbale,Mbale Municipality,Wanale Division,Busamaga East,824,1026,80.3,1850
Mbale,Mbale Municipality,Wanale Division,Busamaga West,1749,2077,84.2,3826
Mbale,Mbale Municipality,Wanale Division,Mooni,1380,1708,80.8,3088
Mbale,Mbale Municipality,Wanale Division,Mukhubu,1655,1852,89.4,3507
Mbarara,Kashari,Bubaare,Kamushoko,2566,2732,93.9,5298
Mbarara,Kashari,Bubaare,Kashaka,1562,1713,91.2,3275
Mbarara,Kashari,Bubaare,Katojo,753,629,119.7,1382
Mbarara,Kashari,Bubaare,Mugarutsya,2314,2486,93.1,4800
Mbarara,Kashari,Bubaare,Rugarama,1945,2005,97,3950
Mbarara,Kashari,Bubaare,Rwenshanku,1801,1952,92.3,3753
Mbarara,Kashari,Bukiro,Bukiro,1657,1715,96.6,3372
Mbarara,Kashari,Bukiro,Nyanja,1501,1709,87.8,3210
